referenceSet,testSet,moduleLabel,moduleSize,medianRank.qual,propVarExplained.qual,meanSignAwareKME.qual,meanSignAwareCorDat.qual,meanAdj.qual,meanMAR.qual,medianRank.pres,medianRankDensity.pres,medianRankConnectivity.pres,propVarExplained.pres,meanSignAwareKME.pres,meanSignAwareCorDat.pres,meanAdj.pres,meanMAR.pres,cor.kIM,cor.kME,cor.kMEall,cor.cor,cor.MAR,accuracy,minusLogFisherP,coClustering,separability.qual,separability.pres,Zsummary.qual,Z.propVarExplained.qual,Z.meanSignAwareKME.qual,Z.meanSignAwareCorDat.qual,Z.meanAdj.qual,Z.meanMAR.qual,log.psummary.qual,log.p.propVarExplained.qual,log.p.meanSignAwareKME.qual,log.p.meanSignAwareCorDat.qual,log.p.meanAdj.qual,log.p.meanClusterCoeff.qual,log.p.meanMAR.qual,log.p.Bonfsummary.qual,log.p.Bonf.propVarExplained.qual,log.p.Bonf.meanSignAwareKME.qual,log.p.Bonf.meanSignAwareCorDat.qual,log.p.Bonf.meanAdj.qual,log.p.Bonf.meanClusterCoeff.qual,log.p.Bonf.meanMAR.qual,Zsummary.pres,Zdensity.pres,Zconnectivity.pres,Z.propVarExplained.pres,Z.meanSignAwareKME.pres,Z.meanSignAwareCorDat.pres,Z.meanAdj.pres,Z.meanMAR.pres,Z.cor.kIM,Z.cor.kME,Z.cor.kMEall,Z.cor.cor,Z.cor.MAR,log.psummary.pres,log.pdensity.pres,log.pconnectivity.pres,log.p.propVarExplained.pres,log.p.meanSignAwareKME.pres,log.p.meanSignAwareCorDat.pres,log.p.meanAdj.pres,log.p.meanClusterCoeff.pres,log.p.meanMAR.pres,log.p.cor.kIM,log.p.cor.kME,log.p.cor.kMEall,log.p.cor.cor,log.p.cor.clusterCoeff,log.p.cor.MAR,log.p.Bonfsummary.pres,log.p.Bonfdensity.pres,log.p.Bonfconnectivity.pres,log.p.Bonf.propVarExplained.pres,log.p.Bonf.meanSignAwareKME.pres,log.p.Bonf.meanSignAwareCorDat.pres,log.p.Bonf.meanAdj.pres,log.p.Bonf.meanClusterCoeff.pres,log.p.Bonf.meanMAR.pres,log.p.Bonf.cor.kIM,log.p.Bonf.cor.kME,log.p.Bonf.cor.kMEall,log.p.Bonf.cor.cor,log.p.Bonf.cor.clusterCoeff,log.p.Bonf.cor.MAR,Z.accuracy,Z.minusLogFisherP,Z.coClustering,log.p.accuracy,log.p.minusLogFisherP,log.p.coClustering,log.p.Bonf.accuracy,log.p.Bonf.minusLogFisherP,log.p.Bonf.coClustering,Z.separability.qual,log.p.separability.qual,log.p.Bonf.separability.qual,Z.separability.pres,log.p.separability.pres,log.p.Bonf.separability.pres
Wild_cross,Lab_cross,black,154,9,0.39237340925293,0.60718194606854,0.372265682416845,0.0216135078999541,0.110688636286111,8,7.5,8,0.220896203451578,0.217539030341856,0.0496326776934089,0.0105184884775623,0.0951046276082338,0.740302212396308,0.484782022996567,0.237519103978922,0.239065914297284,0.534247806033757,0.24025974025974,16.2331674901333,0.132671250318309,0.417488088637365,0.584064035030219,13.4226895465888,12.3627931803205,12.8622983264296,20.0755262365127,13.983080766748,5.12314777659525,-40.7202464579336,-34.6824953071149,-37.4355562979014,-89.2189754404879,-44.0049366179658,NA,-6.82321923991227,-39.5441551988779,-33.5064040480592,-36.2594650388457,-88.0428841814322,-42.8288453589101,NA,-5.64712798085659,7.20219353199315,4.31612217618022,10.0882648878061,-1.71057102102942,8.72971030346868,19.1955588286959,-0.0974659511082518,1.26724772705923,10.0882648878061,9.58451305898918,32.3612202901933,27.5746881208369,7.19928979559296,-16.2940320348703,-9.08124508735536,-23.5068189823852,-0.0193514262545218,-17.8939353441502,-81.6955921312616,-0.26855483056048,NA,-0.989134799912036,-23.5068189823852,-21.3330386198246,-229.316667987906,-166.950989695313,NA,-12.5190809354118,-15.3448248829384,-8.35892204254728,-22.3307277233295,0,-16.7178440850946,-80.5195008722059,0,NA,0,-22.3307277233295,-20.1569473607689,-228.14057672885,-165.774898436258,NA,-11.3429896763561,-0.0470932269404103,28.7899015625485,0.228186014852051,-0.285016325411208,-181.843174154308,-0.387480172243997,0,-180.667082895252,0,32.9009551231739,-236.972691075445,-235.796599816389,99.7250544142298,-2161.9460275803,-2160.76993632124
Wild_cross,Lab_cross,blue,1000,13,0.305519888567964,0.518606216215487,0.299051926080381,0.0129688642649067,0.0850633313652436,3,2.5,4,0.262207293577592,0.383898708745094,0.139612138472801,0.011251730658703,0.0868714241716951,0.71648140372368,0.773337777160173,0.691975294641727,0.503625483233569,0.643349989699185,0.302040816326531,9.45031126803996,0.193276973882968,0.459404008968862,0.168106218408957,19.674371721576,18.3927719532266,20.9559714899255,26.4480442647324,16.4023900327446,4.09857237437701,-86.1034102594515,-75.1246333328704,-97.0821871860326,-153.716389922059,-60.0365425904691,NA,-4.68224343591534,-84.9273190003958,-73.9485420738148,-95.9060959269769,-152.540298663003,-58.8604513314134,NA,-3.50615217685966,31.1352652501803,21.274417265753,40.9961132346077,2.43224951975568,40.1165850117503,219.778140181263,0.885952579479109,-0.429364370804914,21.0047294592159,40.9961132346077,109.949403026532,246.329739473822,20.2352833259427,-271.881522169312,-176.795646410989,-366.967397927634,-2.12478339809232,-351.466509423886,-10491.4806849437,-0.726254601693442,NA,-0.176414302629188,-97.5274575169696,-366.967397927634,-2627.50535164925,-13178.9248497296,NA,-90.6208157324944,-270.705430910256,-175.619555151934,-365.791306668579,-0.948692139036639,-350.29041816483,-10490.3045936846,0,NA,0,-96.3513662579139,-365.791306668579,-2626.32926039019,-13177.7487584705,NA,-89.4447244734387,7.76612552460703,18.547866917816,20.0868529762666,-14.3929561014017,-76.3723622692231,-89.3180013975152,-13.216864842346,-75.1962710101675,-88.1419101384595,240.435458708016,-12555.8905065243,-12554.7144152653,2.26620325761523,-1.93109200450126,-0.755000745445581
Wild_cross,Lab_cross,brown,1000,11,0.369180300134339,0.576804944101252,0.348976167027379,0.0245584975780034,0.122291554686266,12,12,14,0.182196513049064,0.0560521457021423,0.0259435432385591,0.00705273601689025,0.090002791393052,0.261200447538546,0.0949476996229757,0.136135130869721,0.142575816459778,0.353375368767539,0.297068403908795,4.6037974595694,0.160292862330073,0.671184224580502,0.0245115055000464,37.1320594205377,28.9571564556303,30.8165168861294,46.2521108540754,43.4476019549459,16.690775547525,-310.024368153221,-183.942995740198,-208.103881828165,-466.598344200545,-411.944854478277,NA,-62.1164218044723,-308.848276894165,-182.766904481142,-206.927790569109,-465.422252941489,-410.768763219221,NA,-60.9403305454167,4.10338159762434,-0.28016261812292,8.4869258133716,-9.44411354132717,4.02378178616776,33.8914001659301,-4.5841070224136,0.474542000717896,8.4869258133716,3.4895006603207,16.5665229755964,66.2553258072796,11.4558684373184,-9.62294185077694,-2.27154816377334,-16.9743355377805,-7.78310551013123e-22,-4.54309533750466,-251.35074178817,-9.90042030348185e-07,NA,-0.498178682538579,-16.9743355377805,-3.61625295760373,-61.2158811110165,-955.446462180899,NA,-29.9591018491358,-8.74087315897467,-1.68350203922449,-15.7982442787249,0,-3.36700407844897,-250.174650529115,0,NA,0,-15.7982442787249,-2.44016169854805,-60.0397898519608,-954.270370921844,NA,-28.7830105900802,6.17709529945535,6.55511477570713,8.35859787991062,-9.48617224667022,-10.5559622582829,-16.4984748696819,-8.31008098761454,-9.37987099922723,-15.3223836106263,388.977710855452,-32858.1612330255,-32856.9851417665,9.66466488941992,-21.6716082930923,-20.4955170340366
Wild_cross,Lab_cross,gold,1000,14,0.223104837860537,0.393899992982958,0.242445569674113,0.00883962437198603,0.0836606291056411,5,6,5,0.242466203131975,0.282357505705972,0.0863431751321053,0.0102698121311906,0.086155735829076,0.715019462372963,0.739970583828099,0.691984439280552,0.394990657072822,0.555935023621486,NA,NA,NA,0.247321406928185,0.0353129993934951,-0.232764888110039,-0.225819954703306,-0.342620775640077,-0.239709821516773,-0.0100027943795899,0.418493448291599,-0.227663849090628,-0.229641987067925,-0.197870934894185,-0.225685711113331,-0.297577674680139,NA,-0.471349112896883,0,0,0,0,0,NA,0,25.3348087132243,14.2125189759905,36.4570984504581,-0.670850509822302,29.0958884618033,193.590370915256,-0.745318566312411,-0.862646506170906,21.4275185671599,36.4570984504581,100.12029456677,261.151373416366,16.5424537970694,-191.742857532835,-92.9097700402002,-290.575945025471,-0.125609737797662,-185.693930342603,-8140.76344984512,-0.112404966215176,NA,-0.0937543728800206,-101.431672377832,-290.575945025471,-2179.09953382914,-14812.2664720668,NA,-61.0422082889292,-190.829386654094,-92.2589195417735,-289.399853766415,0,-184.517839083547,-8139.58735858607,0,NA,0,-100.255581118776,-289.399853766415,-2177.92344257008,-14811.0903808078,NA,-59.8661170298735,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.160934344863,-406.550680806327,-405.374589547272,11.5129241793081,-30.2457997192373,-29.0697084601816
Wild_cross,Lab_cross,green,954,12,0.322149848945052,0.550585481751905,0.316419530892477,0.0114995447234345,0.0766461169384019,10,9.5,11,0.214678153649219,0.0237558019562357,0.046549068906095,0.00995095863973117,0.096110499785954,0.396598855962778,0.0958635400688562,0.241396661765805,0.178295016551986,0.493179355473461,0.374213836477987,5.38727793880383,0.189671367699046,0.447017971255902,0.0174414414662714,22.7932389124766,20.7272350760632,24.85924274889,31.3744819859333,13.1196999562174,1.11935665861426,-115.497706198631,-95.0070592151102,-135.988353182152,-215.646756420399,-38.8963017315453,NA,-0.881094041447131,-114.321614939575,-93.8309679560546,-134.812261923096,-214.470665161343,-37.7202104724896,NA,0,6.16278160536386,0.041745763117126,12.2838174476106,-4.40284972268748,0.898826272086244,54.4036148513127,-0.815334745851992,2.44420029448361,12.2838174476106,3.47674452176986,36.2548709208166,73.1602763305712,14.4356583376511,-17.3373548667274,-0.417635831970943,-34.2570739014838,-2.31996764291093e-06,-0.734303615253082,-644.837129224064,-0.100968048688805,NA,-2.13914221886481,-34.2570739014838,-3.59555870472507,-287.380521303791,-1164.52799178592,NA,-46.8115157111301,-16.5404913212141,0,-33.0809826424281,0,0,-643.661037965009,0,NA,-0.963050959809132,-33.0809826424281,-2.41946744566938,-286.204430044735,-1163.35190052686,NA,-45.6354244520744,10.9706514122189,8.30923983889065,13.0532940586651,-27.5776567041192,-16.3173267104658,-38.5167121241656,-26.4015654450635,-15.1412354514101,-37.34062086511,234.050751561251,-11898.0409155416,-11896.8648242825,7.00203259131619,-11.899155138025,-10.7230638789693
Wild_cross,Lab_cross,greenyellow,91,7,0.40765483596257,0.626582413036515,0.390522061717134,0.020885937700841,0.100576812139246,11,11.5,10,0.182879990654136,0.127847291967591,0.0175070222717189,0.00615487646549057,0.0763173348936207,0.551653579753773,0.344950612707493,0.248147736713831,0.0948145218047683,0.464390441344157,0.296703296703297,0.880315188102245,0.168986568986569,0.67507158815297,0.0311380477675283,10.3291504676641,9.86571539797327,10.599576851571,17.2750006766977,10.0587240837572,3.37557707079491,-24.6006049754877,-22.533020458368,-25.8248775757147,-66.4402574730032,-23.3763323752607,NA,-3.43379204689581,-23.424513716432,-21.3569291993123,-24.648786316659,-65.2641662139475,-22.200241116205,NA,-2.25770078784013,2.77116646936239,0.607655972792443,4.93467696593234,-2.90876589822239,2.7422672151604,3.43079279141135,-1.52695526957552,-0.203630697343069,4.93467696593234,4.27966029469924,37.4447525609562,6.27840468023592,4.34424071886023,-3.83420698262698,-1.27201039842031,-6.39640356683365,-0.000788652776848012,-2.51558141073713,-3.52156329800616,-0.0284393861034965,NA,-0.23606391815968,-6.39640356683365,-5.02877336382334,-306.436998302976,-9.76692181942796,NA,-5.15565269522479,-2.94502869180935,-0.669745075840725,-5.22031230777797,0,-1.33949015168145,-2.34547203895048,0,NA,0,-5.22031230777797,-3.85268210476766,-305.26090704392,-8.59083056037228,NA,-3.97956143616911,1.35626840208792,-0.683491092735788,2.16090170906688,-1.05795773774189,-0.123290557876287,-1.81385013267459,0,0,-0.637758873618905,3.68015712663894,-3.93350582745253,-2.75741456839685,1.07771676694625,-0.852076192923048,0
Wild_cross,Lab_cross,grey,1000,15,0.0881702328512555,0.243703541906434,0.189872463866645,0.00193596158464912,0.0434702083672846,15,15,15,0.124628161735645,0.0122485211980684,0.00874092287714647,0.00275429214087801,0.0491774239242479,0.140965911892562,0.0184111830719005,0.0885957859366742,0.0438219852158586,0.326183884008374,0.1513200257566,22.1203952432595,0.0228150038834049,0.462764078905001,0.0418908110488601,-14.9262192065393,-15.5296621331564,-16.0962391743395,-14.3227762799222,-10.0578937509782,-10.4968361794296,-1.71215596959105e-47,-4.74527768875288e-55,-5.88662571693144e-59,-3.42431189172932e-47,-1.84125622433981e-24,NA,-1.9396434130754e-26,0,0,0,0,0,NA,0,-0.507929009410939,-5.29163975027296,4.27578173145108,-17.8742158577507,0.106855812258652,19.9933962849022,-10.6901353128046,-12.3229686064034,4.27578173145108,-0.280691597854763,12.094636814683,29.9729025044771,9.97606704220982,-2.59551794840655,-0.16982738439218,-5.02120851242091,-4.06695410989413e-72,-0.33965476878436,-88.5026029591272,-2.45823048500781e-27,NA,-1.47961895732598e-35,-5.02120851242091,-0.214295464230016,-33.2489530310508,-196.95592833832,NA,-23.0132175165495,-1.92255862668262,0,-3.84511725336523,0,0,-87.3265117000715,0,NA,0,-3.84511725336523,0,-32.0728617719951,-195.779837079264,NA,-21.8371262574939,2.16895896325944,55.2888086279675,2.26465939950758,-1.82266843779747,-665.928924984305,-1.92934183532177,-0.646577178741785,-664.75283372525,-0.753250576266089,316.804306431711,-21796.8758993083,-21795.6998080493,16.9096768891361,-63.7191991259798,-62.5431078669241
Wild_cross,Lab_cross,magenta,106,3,0.452839962106147,0.660494527385565,0.433321757139955,0.0294542576410414,0.109633373881317,6,7.5,6,0.207001288868176,0.302356017598986,0.0972263202979499,0.00635962692341841,0.0654089433614348,0.501366944310211,0.71544361132501,0.425404138543751,0.373247809880682,0.366302507333704,0.273584905660377,2.96913956235792,0.119676549865229,0.416905100569871,0.24506286777314,14.9811535787991,12.6745191876538,12.8543549079481,22.1504738986016,17.1079522496502,4.64810975445202,-51.2898936969739,-36.387963104011,-37.3909327233853,-108.287234642069,-65.1888546705625,NA,-5.77599728872135,-50.1138024379182,-35.2118718449553,-36.2148414643296,-107.111143383013,-64.0127634115068,NA,-4.59990602966567,7.7119385420431,3.89015086613907,11.5337262179471,-2.04019429600669,9.49730735786596,28.1914974244426,-1.71700562558781,-1.42031616466877,4.91333357108986,11.5337262179471,63.8595617033189,34.2586005202129,3.43823064659162,-20.4220613568444,-10.4934462410935,-30.3506764725954,-0.00906894094102092,-20.967809379124,-174.4298084797,-0.019083103063006,NA,-0.0351550226738366,-6.3490093012652,-30.3506764725954,-887.740343065718,-256.789459382617,NA,-3.53348178225608,-19.5352221367869,-9.89585906003413,-29.1745852135397,0,-19.7917181200683,-173.253717220644,0,NA,0,-5.17291804220951,-29.1745852135397,-886.564251806662,-255.613368123561,NA,-2.3573905232004,0.95603785688873,3.69373083783582,-0.551920339991848,-0.770762264935916,-3.95666186291511,-0.149048497600334,0,-2.78057060385943,0,1.95041839785624,-1.59238587974702,-0.416294620691343,27.7339480957634,-168.866215338618,-167.690124079562
Wild_cross,Lab_cross,pink,153,8,0.405867754748188,0.621672349139534,0.387197926205509,0.0211919921823944,0.0954071107101622,9,11,9,0.155979445975255,0.155372141010614,0.0542203716992641,0.00505155584384942,0.0639919194537488,0.437628213031714,0.390096511734173,0.289328545071105,0.240312463976258,0.304142817933307,0.222222222222222,7.88115379202407,0.118249054007568,0.633719317500357,0.168106218408957,14.3966006571414,13.9193449767146,14.5895845239107,24.217766379451,14.203616790372,3.27542489662945,-46.5738652612927,-43.6168014391035,-47.7862377877721,-129.140863447928,-45.3614927348133,NA,-3.27776451829037,-45.397774002237,-42.4407101800479,-46.6101465287164,-127.964772188872,-44.1854014757576,NA,-2.10167325923469,4.38780274151784,1.39739885917371,7.37820662386197,-5.25248268286725,5.39834087338714,16.3925869562308,-2.60354315503973,-2.02045340148016,5.90708748001414,7.37820662386197,41.4556104097476,22.8956321741065,3.9797396499475,-8.41668463304205,-3.73764069245825,-13.0957285736258,-3.2585675841968e-08,-7.4732732260878,-59.9664738192692,-0.00200815882871211,NA,-0.00951382514636611,-8.75919016557711,-13.0957285736258,-375.199145797563,-115.590416374179,NA,-4.46223893082503,-7.5341141490431,-3.14859098351606,-11.9196373145702,0,-6.29718196703211,-58.7903825602136,0,NA,0,-7.58309890652143,-11.9196373145702,-374.023054538507,-114.414325115123,NA,-3.28614767176934,-0.512928607368317,12.9970314908016,-0.797855780137616,-0.157391153948297,-38.1965940276044,-0.103736805160767,0,-37.0205027685488,0,6.14033098775589,-9.38536791565257,-8.20927665659689,2.16431907194699,-1.81758720228511,-0.64149594322943
Wild_cross,Lab_cross,purple,94,6,0.411691940615511,0.628667286363237,0.393687105561578,0.0209719759538678,0.0946360845494431,7,6,7,0.234170552395464,0.284908951832791,0.0835438137233811,0.010950678165099,0.092211869129738,0.295306400605363,0.64951589900258,0.508024538447925,0.314845040776522,0.239915947385798,0.361702127659574,2.92461322850765,0.177991306337223,0.459404008968862,0.0453009807557834,10.5746189630666,10.3349660742075,10.8142718519258,18.3159366932061,10.1838246456537,3.04617819281359,-25.7214824973934,-24.611201620557,-26.8317633742297,-74.5103570919124,-23.9314940925216,NA,-2.93597196445237,-24.5453912383377,-23.4351103615013,-25.6556721151741,-73.3342658328568,-22.755402833466,NA,-1.75988070539669,6.320790694093,3.85201037771396,8.78957101047204,-0.793711903142884,7.50306553964,18.6895191729804,0.200955215787912,1.07667957957326,2.88008438188292,8.78957101047204,72.7643792718349,22.149757043048,2.13514506812677,-12.5329327605665,-6.94130917175739,-18.1245563493755,-0.104401553107611,-13.5062467482487,-77.5210471512752,-0.376371595266112,NA,-0.85136119930552,-2.70161775619176,-18.1245563493755,-1151.98079208105,-108.280324727536,NA,-1.78582980025077,-11.5567714174582,-6.1650777445965,-16.9484650903198,0,-12.330155489193,-76.3449558922195,0,NA,0,-1.52552649713608,-16.9484650903198,-1150.80470082199,-107.10423346848,NA,-0.609738541195092,3.05334989573512,3.20116649062492,2.79412957903915,-2.94634178588737,-3.16471404590027,-2.58469586441246,-1.77025052683169,-1.98862278684459,-1.40860460535678,2.63745463742458,-2.37918337184643,-1.20309211279075,2.71927251730838,-2.48528174807372,-1.30919048901804
