,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
1,query_1,TRUE,1.05060283962663e-06,110,20,6,0.3,0.0545454545454545,GO:0007218,GO:BP,neuropeptide signaling pathway,21031,2805,GO:0007186
2,query_1,TRUE,0.00166074434331615,1704,20,10,0.5,0.00586854460093897,GO:0007267,GO:BP,cell-cell signaling,21031,2828,GO:0007154/GO:0023052
3,query_1,TRUE,0.00431040171090036,105,20,4,0.2,0.0380952380952381,GO:0007631,GO:BP,feeding behavior,21031,3121,GO:0007610
4,query_1,TRUE,0.00769683215272599,780,20,7,0.35,0.00897435897435897,GO:0099536,GO:BP,synaptic signaling,21031,19666,GO:0007267
5,query_1,TRUE,0.0103349957397519,291,20,5,0.25,0.0171821305841924,GO:0070372,GO:BP,regulation of ERK1 and ERK2 cascade,21031,16578,GO:0043408/GO:0070371
6,query_1,TRUE,0.0140487222602911,310,20,5,0.25,0.0161290322580645,GO:0006874,GO:BP,intracellular calcium ion homeostasis,21031,2561,GO:0030003/GO:0055074
7,query_1,TRUE,0.0151811632252226,315,20,5,0.25,0.0158730158730159,GO:0070371,GO:BP,ERK1 and ERK2 cascade,21031,16577,GO:0000165
8,query_1,TRUE,0.0201526694586201,334,20,5,0.25,0.0149700598802395,GO:0055074,GO:BP,calcium ion homeostasis,21031,14695,GO:0055080/GO:0098771
9,query_1,TRUE,0.0207392208388247,6,20,2,0.1,0.333333333333333,GO:0021940,GO:BP,positive regulation of cerebellar granule cell precursor proliferation,21031,6731,GO:0021930/GO:0021936/GO:2000179
10,query_1,TRUE,0.0225920417310708,342,20,5,0.25,0.0146198830409357,GO:0070588,GO:BP,calcium ion transmembrane transport,21031,16689,GO:0006816/GO:0098655/GO:0098662
11,query_1,TRUE,0.0345796010333424,643,20,6,0.3,0.00933125972006221,GO:0043408,GO:BP,regulation of MAPK cascade,21031,11031,GO:0000165/GO:1902531
12,query_1,TRUE,0.0407561963984126,662,20,6,0.3,0.00906344410876133,GO:0007610,GO:BP,behavior,21031,3101,GO:0032501
13,query_1,TRUE,0.0496889844321078,9,20,2,0.1,0.222222222222222,GO:0021936,GO:BP,regulation of cerebellar granule cell precursor proliferation,21031,6727,GO:0021930/GO:2000177
14,query_1,TRUE,0.00383437201941159,1468,20,8,0.4,0.00544959128065395,GO:0045202,GO:CC,synapse,22097,2140,GO:0030054
