,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
1,query_1,TRUE,0.00658841595394408,542,61,10,0.163934426229508,0.018450184501845,GO:0044057,GO:BP,regulation of system process,21031,11253,GO:0003008/GO:0051239
2,query_1,TRUE,0.0125325753409227,342,61,8,0.131147540983607,0.0233918128654971,GO:0006936,GO:BP,muscle contraction,21031,2605,GO:0003012
3,query_1,TRUE,0.0256308966983577,104,61,5,0.0819672131147541,0.0480769230769231,GO:0006939,GO:BP,smooth muscle contraction,21031,2607,GO:0006936
4,query_1,TRUE,0.0420262951218257,56,61,4,0.0655737704918033,0.0714285714285714,GO:0006940,GO:BP,regulation of smooth muscle contraction,21031,2608,GO:0006937/GO:0006939
5,query_1,TRUE,0.0463642846315481,678,61,10,0.163934426229508,0.0147492625368732,GO:0061061,GO:BP,muscle structure development,21031,15656,GO:0048856
6,query_1,TRUE,1.93213989294643e-06,220,60,9,0.15,0.0409090909090909,GO:0030017,GO:CC,sarcomere,22097,865,GO:0030016/GO:0110165
7,query_1,TRUE,4.41811166440114e-06,242,60,9,0.15,0.0371900826446281,GO:0030016,GO:CC,myofibril,22097,864,GO:0043292
8,query_1,TRUE,6.26688941391184e-06,252,60,9,0.15,0.0357142857142857,GO:0043292,GO:CC,contractile fiber,22097,1900,GO:0005737/GO:0043232/GO:0099512
9,query_1,TRUE,1.89347761755935e-05,134,60,7,0.116666666666667,0.0522388059701493,GO:0030018,GO:CC,Z disc,22097,866,GO:0031674/GO:0110165
10,query_1,TRUE,3.9192153161501e-05,149,60,7,0.116666666666667,0.0469798657718121,GO:0031674,GO:CC,I band,22097,1188,GO:0030017/GO:0110165
11,query_1,TRUE,0.00241933575469108,515,60,9,0.15,0.0174757281553398,GO:0015629,GO:CC,actin cytoskeleton,22097,707,GO:0005856
12,query_1,TRUE,0.0219675946644811,86,60,4,0.0666666666666667,0.0465116279069767,GO:0097517,GO:CC,contractile actin filament bundle,22097,3038,GO:0032432
13,query_1,TRUE,0.0219675946644811,86,60,4,0.0666666666666667,0.0465116279069767,GO:0001725,GO:CC,stress fiber,22097,154,GO:0042641/GO:0097517
14,query_1,TRUE,0.0297794959425586,93,60,4,0.0666666666666667,0.043010752688172,GO:0042641,GO:CC,actomyosin,22097,1815,GO:0015629/GO:0110165
15,query_1,TRUE,0.0323392220878046,95,60,4,0.0666666666666667,0.0421052631578947,GO:0032432,GO:CC,actin filament bundle,22097,1299,GO:0015629/GO:0110165
16,query_1,TRUE,0.034293183248828,4213,60,24,0.4,0.00569665321623546,GO:0005576,GO:CC,extracellular region,22097,198,GO:0110165
17,query_1,TRUE,5.80313617639307e-05,37,65,5,0.0769230769230769,0.135135135135135,GO:0042805,GO:MF,actinin binding,20212,5646,GO:0008092
18,query_1,TRUE,6.3456022881621e-05,15,65,4,0.0615384615384615,0.266666666666667,GO:0051371,GO:MF,muscle alpha-actinin binding,20212,7970,GO:0051393
19,query_1,TRUE,0.000922417616603746,28,65,4,0.0615384615384615,0.142857142857143,GO:0051393,GO:MF,alpha-actinin binding,20212,7978,GO:0042805
20,query_1,TRUE,0.00487502535815912,42,65,4,0.0615384615384615,0.0952380952380952,GO:0008307,GO:MF,structural constituent of muscle,20212,1648,GO:0005198
21,query_1,TRUE,0.00736476525475562,1002,65,13,0.2,0.0129740518962076,GO:0008092,GO:MF,cytoskeletal protein binding,20212,1544,GO:0005515
22,query_1,TRUE,0.00684949143969316,154,27,5,0.185185185185185,0.0324675324675325,KEGG:04921,KEGG,Oxytocin signaling pathway,8484,378,KEGG:00000
