,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
1,query_1,TRUE,0.00784682909960514,4643,37,21,0.567567567567568,0.00452293775576136,GO:0007275,GO:BP,multicellular organism development,21031,2835,GO:0032501/GO:0048856
2,query_1,TRUE,0.0109324237180753,7669,37,27,0.72972972972973,0.00352066762289738,GO:0032501,GO:BP,multicellular organismal process,21031,7883,GO:0008150
3,query_1,TRUE,0.0256944373033779,28,37,3,0.0810810810810811,0.107142857142857,GO:0099633,GO:BP,protein localization to postsynaptic specialization membrane,21031,19726,GO:0033365/GO:1903539
4,query_1,TRUE,0.0256944373033779,28,37,3,0.0810810810810811,0.107142857142857,GO:0099645,GO:BP,neurotransmitter receptor localization to postsynaptic specialization membrane,21031,19736,GO:0097120/GO:0099072/GO:0099633
5,query_1,TRUE,6.5563855391512e-07,6228,37,28,0.756756756756757,0.00449582530507386,GO:0071944,GO:CC,cell periphery,22097,2793,GO:0110165
6,query_1,TRUE,0.000180368872707957,5742,37,24,0.648648648648649,0.00417972831765935,GO:0005886,GO:CC,plasma membrane,22097,422,GO:0016020/GO:0071944
7,query_1,TRUE,0.000724853258999313,555,37,8,0.216216216216216,0.0144144144144144,GO:0031012,GO:CC,extracellular matrix,22097,1028,GO:0030312
8,query_1,TRUE,0.000734564922271742,556,37,8,0.216216216216216,0.0143884892086331,GO:0030312,GO:CC,external encapsulating structure,22097,927,GO:0071944/GO:0110165
9,query_1,TRUE,0.000907814263019956,399,37,7,0.189189189189189,0.0175438596491228,GO:0097060,GO:CC,synaptic membrane,22097,2899,GO:0045202/GO:0098590
10,query_1,TRUE,0.00230963718344113,650,37,8,0.216216216216216,0.0123076923076923,GO:0098794,GO:CC,postsynapse,22097,3257,GO:0045202/GO:0110165
11,query_1,TRUE,0.00433911748538298,1468,37,11,0.297297297297297,0.00749318801089918,GO:0045202,GO:CC,synapse,22097,2140,GO:0030054
12,query_1,TRUE,0.00731744509097607,1266,37,10,0.27027027027027,0.00789889415481832,GO:0098590,GO:CC,plasma membrane region,22097,3217,GO:0005886/GO:0016020
13,query_1,TRUE,0.00893386922103802,2230,37,13,0.351351351351351,0.00582959641255605,GO:0030054,GO:CC,cell junction,22097,868,GO:0110165
14,query_1,TRUE,0.0162436498854258,425,37,6,0.162162162162162,0.0141176470588235,GO:0062023,GO:CC,collagen-containing extracellular matrix,22097,2360,GO:0031012
15,query_1,TRUE,0.0225869537593862,278,37,5,0.135135135135135,0.0179856115107914,GO:0045211,GO:CC,postsynaptic membrane,22097,2141,GO:0097060/GO:0098794
16,query_1,TRUE,0.0135400908851437,726,36,8,0.222222222222222,0.0110192837465565,GO:0005509,GO:MF,calcium ion binding,20212,1491,GO:0046872
17,query_1,TRUE,0.0287557929447061,16,18,3,0.166666666666667,0.1875,HP:0001530,HP,Mild postnatal growth retardation,4958,1124,HP:0008897
18,query_1,TRUE,0.00346201031304464,65,24,4,0.166666666666667,0.0615384615384615,REAC:R-HSA-3906995,REAC,Diseases associated with O-glycosylation of proteins,10842,723,REAC:R-HSA-3781865
19,query_1,TRUE,0.00135899490209801,8771,37,31,0.837837837837838,0.00353437464371223,TF:M09727,TF,Factor: GEMIN3; motif: NCWGGRARRGRGNGNG,20045,3194,TF:M00000
