"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
517 0.000241069150857947 2 75 "GO:0000049" "tRNA binding" 0.00299829756379572
-108 0.486577048955584 3 61 "GO:0000146;GO:0005249;GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 0.658699542463682
83 0.29386968850688 4 248 "GO:0000149;GO:0002020;GO:0003713;GO:0003682;GO:0005525;GO:0032550;GO:0032561;GO:0001883;GO:0032549;GO:0019001;GO:0001882;GO:0005178;GO:0044877;GO:0050839;GO:0016410;GO:0004867;GO:0016407;GO:0008080;GO:0004683;GO:0038024" "serine-type endopeptidase inhibitor activity" 0.522143464400617
-753 0.212439220586273 2 4 "GO:0000217" "DNA secondary structure binding" 0.431381682619065
163 0.00191763221071842 3 621 "GO:0000287;GO:0019899;GO:0005102;GO:0004672;GO:0016773;GO:0004674" "phosphotransferase activity, alcohol group as acceptor" 0.0159003670805402
730 0.17660499268954 4 5 "GO:0000295" "adenine nucleotide transmembrane transporter activity" 0.387232882245433
1343 0.00166818420261737 2 8 "GO:0000774" "adenyl-nucleotide exchange factor activity" 0.0150894843782208
736 0.0677640202101826 3 9 "GO:0000900;GO:0030371" "translation repressor activity, mRNA regulatory element binding" 0.211590293345146
-137 0.799592090424645 6 5 "GO:0001046;GO:0001047" "core promoter binding" 0.889210540057395
884 0.10177900052732 2 5 "GO:0001091;GO:0140296" "general transcription initiation factor binding" 0.270053614732489
-947 0.116982131495706 6 4 "GO:0001409" "guanine nucleotide transmembrane transporter activity" 0.294676508451209
160 0.158195377845313 3 117 "GO:0001540;GO:0042277;GO:0033218" "amide binding" 0.370363296367262
-882 0.0389429824082252 5 8 "GO:0001601;GO:0004983" "peptide YY receptor activity" 0.146219877344091
-533 0.0103986420452016 2 34 "GO:0001616" "growth hormone secretagogue receptor activity" 0.0533316266340421
214 0.453030227033976 2 18 "GO:0001664" "G protein-coupled receptor binding" 0.630440665592736
1352 1.12338190603914e-06 2 19 "GO:0001671;GO:0060590" "ATPase regulator activity" 2.79441249127236e-05
-1043 0.0842278449696211 7 4 "GO:0001681;GO:0008126;GO:0034338" "sialate O-acetylesterase activity" 0.241533431116406
63 0.868269107534092 3 10 "GO:0001786" "phosphatidylserine binding" 0.933493436701383
850 0.0627826804685522 3 7 "GO:0001965" "G-protein alpha-subunit binding" 0.204815629725277
275 0.577210960002538 3 6 "GO:0002039" "p53 binding" 0.731624083060542
614 0.179022237017989 2 7 "GO:0002161" "aminoacyl-tRNA editing activity" 0.387232882245433
370 2.94751967230748e-11 2 540 "GO:0003712;GO:0140110;GO:0016791;GO:0042578;GO:0005085;GO:0051020;GO:0003779;GO:0008092;GO:0004842;GO:0019787;GO:0005201;GO:0005096;GO:0008047;GO:0030695;GO:0030234;GO:0060589;GO:0004857;GO:0004866;GO:0030414;GO:0061135;GO:0061134" "extracellular matrix structural constituent" 2.93278207394594e-09
513 0.0719263708125158 2 18 "GO:0003729" "mRNA binding" 0.217139809869663
460 0.253573890105274 2 9 "GO:0003730" "mRNA 3'-UTR binding" 0.476049095574995
583 0.0183893822445311 2 24 "GO:0003735" "structural constituent of ribosome" 0.0795540666665585
1009 0.0271224567530229 2 7 "GO:0003746;GO:0008135" "translation factor activity, RNA binding" 0.107947377877031
1583 0.0087627310604059 3 4 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 0.0471292832708317
998 0.00618481336074824 3 11 "GO:0003756;GO:0016864" "protein disulfide isomerase activity" 0.0361993487879088
-278 0.0574962288283015 7 69 "GO:0003774;GO:0003777" "motor activity" 0.190695825613867
-1008 0.000135789158580013 2 21 "GO:0003943" "N-acetylgalactosamine-4-sulfatase activity" 0.00207861865826328
517 0.392353594794743 2 4 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.582950954616037
119 0.794346213601689 2 7 "GO:0003951" "NAD+ kinase activity" 0.889210540057395
-451 0.0958862538555115 2 20 "GO:0003964;GO:0034061" "DNA polymerase activity" 0.261388555030778
83 0.866050675764789 2 6 "GO:0003986;GO:0016289" "CoA hydrolase activity" 0.933493436701383
614 0.0494934942479022 2 15 "GO:0003993" "acid phosphatase activity" 0.17587866705951
-640 0.112210330339761 5 9 "GO:0004031;GO:0016623" "aldehyde oxidase activity" 0.289998126462499
363 0.342424028587242 2 10 "GO:0004033" "aldo-keto reductase (NADP) activity" 0.554003103161473
1221 0.0432973782891241 4 4 "GO:0004045" "aminoacyl-tRNA hydrolase activity" 0.159558857028439
-600 0.266516574056579 2 5 "GO:0004058" "aromatic-L-amino-acid decarboxylase activity" 0.482152711247811
-546 0.00317223384109783 2 43 "GO:0004062;GO:0008146;GO:0016782" "sulfotransferase activity" 0.0233805383103136
-149 0.744309290836594 3 7 "GO:0004064" "arylesterase activity" 0.851250280899323
-318 0.429433952407376 4 9 "GO:0004089" "carbonate dehydratase activity" 0.606080542759346
-527 0.051386278922783 5 20 "GO:0004090" "carbonyl reductase (NADPH) activity" 0.176308094924721
-15 0.965499802629344 7 13 "GO:0004114;GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 0.979642090813575
-555 0.30442543800809 2 5 "GO:0004123" "cystathionine gamma-lyase activity" 0.531255399163975
1326 0.000520660153041492 2 10 "GO:0004129;GO:0009055;GO:0015002;GO:0016676;GO:0016675" "electron transfer activity" 0.00575618724751427
-31 0.950221108307581 2 6 "GO:0004137;GO:0019136" "deoxynucleoside kinase activity" 0.979642090813575
-190 0.0175446499138826 4 243 "GO:0004175;GO:0070011;GO:0008233" "peptidase activity, acting on L-amino acid peptides" 0.0775863407302808
400 0.12166231652135 4 22 "GO:0004177;GO:0008270" "zinc ion binding" 0.302635012346858
-41 0.79984264658429 6 56 "GO:0004180;GO:0008238" "exopeptidase activity" 0.889210540057395
-612 0.0680491395682881 2 13 "GO:0004181;GO:0008235" "metallocarboxypeptidase activity" 0.211590293345146
361 0.322073567914994 5 11 "GO:0004185;GO:0070008" "serine-type exopeptidase activity" 0.538593613572133
-82 0.601991418874626 2 60 "GO:0004197;GO:0008234" "cysteine-type peptidase activity" 0.753379126164175
52 0.881893296984221 6 12 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 0.933493436701383
