"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
710 4.51834056682211e-07 2 75 "GO:0000049" "tRNA binding" 9.99055303108444e-06
-219 0.158853068559759 3 61 "GO:0000146;GO:0005249;GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 0.371903066392848
112 0.157390341212884 5 248 "GO:0000149;GO:0002020;GO:0003713;GO:0003682;GO:0005525;GO:0032550;GO:0032561;GO:0001883;GO:0032549;GO:0001882;GO:0019001;GO:0005178;GO:0044877;GO:0050839;GO:0016410;GO:0004867;GO:0016407;GO:0008080;GO:0004683;GO:0038024" "serine-type endopeptidase inhibitor activity" 0.371903066392848
-514 0.394420564924233 5 4 "GO:0000217" "DNA secondary structure binding" 0.572917462919141
101 0.0555036878041799 4 621 "GO:0000287;GO:0019899;GO:0005102;GO:0004672;GO:0016773;GO:0004674" "phosphotransferase activity, alcohol group as acceptor" 0.178148933435997
579 0.284127490459351 2 5 "GO:0000295" "adenine nucleotide transmembrane transporter activity" 0.467284054557114
1200 0.00496977604104708 5 8 "GO:0000774" "adenyl-nucleotide exchange factor activity" 0.0353209082917275
402 0.318683595422888 2 9 "GO:0000900;GO:0030371" "translation repressor activity, mRNA regulatory element binding" 0.495798650045624
446 0.40916049517978 3 5 "GO:0001046;GO:0001047" "core promoter sequence-specific DNA binding" 0.590021293773741
1403 0.00941604569056896 2 5 "GO:0001091;GO:0140296" "general transcription initiation factor binding" 0.0585560341382257
-816 0.176601261630288 2 4 "GO:0001409" "guanine nucleotide transmembrane transporter activity" 0.381996207222036
137 0.225588258993565 4 117 "GO:0001540;GO:0042277;GO:0033218" "amide binding" 0.412660430364566
-759 0.075623348911795 7 8 "GO:0001601;GO:0004983" "peptide YY receptor activity" 0.221309506374224
-571 0.00606193534532501 5 34 "GO:0001616" "growth hormone secretagogue receptor activity" 0.0415974184041268
159 0.577204388274799 4 18 "GO:0001664" "G protein-coupled receptor binding" 0.704685112065552
1169 2.54783020142438e-05 2 19 "GO:0001671;GO:0060590" "ATPase regulator activity" 0.000422515175069543
-793 0.189262962950429 5 4 "GO:0001681;GO:0008126;GO:0034338" "sialate O-acetylesterase activity" 0.388281748733354
93 0.807027262236369 3 10 "GO:0001786" "phosphatidylserine binding" 0.872817528179551
672 0.141044095955331 3 7 "GO:0001965" "G-protein alpha-subunit binding" 0.352905989651355
474 0.337163822352997 3 6 "GO:0002039" "p53 binding" 0.512180157620202
627 0.170170571065285 4 7 "GO:0002161" "aminoacyl-tRNA editing activity" 0.381996207222036
254 5.16507484898321e-06 2 540 "GO:0003712;GO:0140110;GO:0016791;GO:0042578;GO:0005085;GO:0051020;GO:0003779;GO:0008092;GO:0004842;GO:0019787;GO:0005201;GO:0005096;GO:0008047;GO:0030695;GO:0030234;GO:0060589;GO:0004857;GO:0004866;GO:0030414;GO:0061135;GO:0061134" "extracellular matrix structural constituent" 0.000102784989494766
501 0.0789623138354008 2 18 "GO:0003729" "mRNA binding" 0.224478577903497
505 0.210373644596039 2 9 "GO:0003730" "mRNA 3'-UTR binding" 0.398708145472493
917 0.000208079551757894 2 24 "GO:0003735" "structural constituent of ribosome" 0.00258798942498881
828 0.0697673554112077 3 7 "GO:0003746;GO:0008135" "translation factor activity, RNA binding" 0.210359147376217
1355 0.0248763173660458 2 4 "GO:0003755;GO:0016859" "peptidyl-prolyl cis-trans isomerase activity" 0.110099151597619
1302 0.000356311532970399 3 11 "GO:0003756;GO:0016864" "intramolecular oxidoreductase activity, transposing S-S bonds" 0.00417094088594761
-387 0.00832008847455642 7 69 "GO:0003774;GO:0003777" "motor activity" 0.0534096002076364
-872 0.000965450676478574 3 21 "GO:0003943" "N-acetylgalactosamine-4-sulfatase activity" 0.00914879450567791
700 0.246604280842058 4 4 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.434285414934244
-212 0.64196950209005 2 7 "GO:0003951" "NAD+ kinase activity" 0.751481946564235
-393 0.146239889470992 4 20 "GO:0003964;GO:0034061" "DNA polymerase activity" 0.35489924396009
295 0.549343414994364 6 6 "GO:0003986;GO:0016289" "CoA hydrolase activity" 0.684975736550657
780 0.0125586460039388 2 15 "GO:0003993" "acid phosphatase activity" 0.0714048729938235
-518 0.198546431585771 3 9 "GO:0004031;GO:0016623" "aldehyde oxidase activity" 0.391554055512172
385 0.314276343015808 5 10 "GO:0004033" "aldo-keto reductase (NADP) activity" 0.495798650045624
1159 0.0551009527073102 3 4 "GO:0004045" "aminoacyl-tRNA hydrolase activity" 0.178148933435997
-287 0.595093254336898 2 5 "GO:0004058" "aromatic-L-amino-acid decarboxylase activity" 0.717718530988138
-427 0.0211481997260003 2 43 "GO:0004062;GO:0008146;GO:0016782" "sulfotransferase activity" 0.0978719010575363
-294 0.519269727207086 3 7 "GO:0004064" "arylesterase activity" 0.662401767398783
-417 0.300267724933071 3 9 "GO:0004089" "carbonate dehydratase activity" 0.48451771716329
-459 0.0900361288438258 2 20 "GO:0004090" "carbonyl reductase (NADPH) activity" 0.248849856110019
-457 0.172976539931133 2 13 "GO:0004114;GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 0.381996207222036
-651 0.228103755477901 2 5 "GO:0004123" "cystathionine gamma-lyase activity" 0.412660430364566
1428 0.000187320185449952 2 10 "GO:0004129;GO:0009055;GO:0015002;GO:0016676;GO:0016675" "electron transfer activity" 0.00258798942498881
187 0.704581910267764 2 6 "GO:0004137;GO:0019136" "deoxynucleoside kinase activity" 0.801618762490193
-185 0.0204855624294726 2 243 "GO:0004175;GO:0070011;GO:0008233" "peptidase activity, acting on L-amino acid peptides" 0.0970625457967868
349 0.176255747013903 6 22 "GO:0004177;GO:0008270" "zinc ion binding" 0.381996207222036
28 0.862747288515019 2 56 "GO:0004180;GO:0008238" "exopeptidase activity" 0.9063173333097
-651 0.0522186843902688 3 13 "GO:0004181;GO:0008235" "metallocarboxypeptidase activity" 0.173191969894392
