name	term	lev	seq	value
"sterol esterase activity"	GO:0004771	2	LOC101856735	-0.563472621074905
"sterol esterase activity"	GO:0004771	2	LOC101847775	0.527509038197458
"sterol esterase activity"	GO:0004771	2	LOC101859976	1.5453389307107
"sterol esterase activity"	GO:0004771	2	LOC101856324	-0.878521178050085
"sterol esterase activity"	GO:0004771	2	LOC101856324	-0.878521178050085
"sterol esterase activity"	GO:0004771	2	LOC101858133	-0.240082509620737
"sterol esterase activity"	GO:0004771	2	LOC101855754	-0.344014008155858
"sterol esterase activity"	GO:0004771	2	LOC101864246	1.14266425772297
"sterol esterase activity"	GO:0004771	2	LOC101855672	-0.194967645780841
"sterol esterase activity"	GO:0004771	2	LOC101856207	0.248672258156274
"sterol esterase activity"	GO:0004771	2	LOC101849677	-0.0217985071076994
"sterol esterase activity"	GO:0004771	2	LOC101849677	-0.0217985071076994
"sterol esterase activity"	GO:0004771	2	LOC101849677	-0.0217985071076994
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101861812	-1.43363384230987
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101848359	2.12553403337442
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101852673	-0.103789128541637
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101859761	0.109948231007794
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC118477814	5.58112929262948
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101848359	2.12553403337442
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101857473	-0.0195412131487364
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC106011120	0.996781929120941
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101847986	-0.19573052398158
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101863962	0.720482001330646
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101850042	-0.468256171206607
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101850042	-0.468256171206607
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101849867	0.671414721938757
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101849867	0.671414721938757
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101852216	-0.0346203910508005
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101848472	0.160502656625377
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101849370	0.0548169088888978
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101863450	0.268408203613059
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101846671	-0.673162639646664
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101851389	0.483362548330834
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101846484	-0.646159013940362
"dioxygenase activity"	GO:0016706;GO:0051213	2	LOC101846257	0.319989346273884
"NAD+ ADP-ribosyltransferase activity"	GO:0003950	2	LOC101855879	0.176411388862184
"NAD+ ADP-ribosyltransferase activity"	GO:0003950	2	LOC101849976	0.341078570546299
"NAD+ ADP-ribosyltransferase activity"	GO:0003950	2	LOC101848753	-0.152441329096248
"NAD+ ADP-ribosyltransferase activity"	GO:0003950	2	LOC100533524	-1.72577174683986
"NAD+ ADP-ribosyltransferase activity"	GO:0003950	2	LOC100533524	-1.72577174683986
"CoA hydrolase activity"	GO:0004137;GO:0019136;GO:0005154;GO:0070851;GO:0003986;GO:0016289;GO:0003707;GO:0005375;GO:0000827;GO:0051998;GO:0008276;GO:0010340;GO:0004360;GO:0070548;GO:0004345;GO:0004658;GO:0016421;GO:0003872;GO:0008443;GO:0005518;GO:0004503;GO:0016716;GO:0004082;GO:0004565;GO:0015925;GO:0004719;GO:0004109;GO:0005049;GO:0140142;GO:0140104;GO:0000995;GO:0140223;GO:0000026;GO:0004386;GO:0070566;GO:0000140;GO:0001733;GO:0050694;GO:0004849;GO:0004395;GO:0010420;GO:0004068	2	LOC101845986	1.10326644434398
"CoA hydrolase activity"	GO:0004137;GO:0019136;GO:0005154;GO:0070851;GO:0003986;GO:0016289;GO:0003707;GO:0005375;GO:0000827;GO:0051998;GO:0008276;GO:0010340;GO:0004360;GO:0070548;GO:0004345;GO:0004658;GO:0016421;GO:0003872;GO:0008443;GO:0005518;GO:0004503;GO:0016716;GO:0004082;GO:0004565;GO:0015925;GO:0004719;GO:0004109;GO:0005049;GO:0140142;GO:0140104;GO:0000995;GO:0140223;GO:0000026;GO:0004386;GO:0070566;GO:0000140;GO:0001733;GO:0050694;GO:0004849;GO:0004395;GO:0010420;GO:0004068	2	LOC101845986	1.10326644434398
"CoA hydrolase activity"	GO:0004137;GO:0019136;GO:0005154;GO:0070851;GO:0003986;GO:0016289;GO:0003707;GO:0005375;GO:0000827;GO:0051998;GO:0008276;GO:0010340;GO:0004360;GO:0070548;GO:0004345;GO:0004658;GO:0016421;GO:0003872;GO:0008443;GO:0005518;GO:0004503;GO:0016716;GO:0004082;GO:0004565;GO:0015925;GO:0004719;GO:0004109;GO:0005049;GO:0140142;GO:0140104;GO:0000995;GO:0140223;GO:0000026;GO:0004386;GO:0070566;GO:0000140;GO:0001733;GO:0050694;GO:0004849;GO:0004395;GO:0010420;GO:0004068	2	LOC101855258	0.168222494584427
"CoA hydrolase activity"	GO:0004137;GO:0019136;GO:0005154;GO:0070851;GO:0003986;GO:0016289;GO:0003707;GO:0005375;GO:0000827;GO:0051998;GO:0008276;GO:0010340;GO:0004360;GO:0070548;GO:0004345;GO:0004658;GO:0016421;GO:0003872;GO:0008443;GO:0005518;GO:0004503;GO:0016716;GO:0004082;GO:0004565;GO:0015925;GO:0004719;GO:0004109;GO:0005049;GO:0140142;GO:0140104;GO:0000995;GO:0140223;GO:0000026;GO:0004386;GO:0070566;GO:0000140;GO:0001733;GO:0050694;GO:0004849;GO:0004395;GO:0010420;GO:0004068	2	LOC101845986	1.10326644434398
"CoA hydrolase activity"	GO:0004137;GO:0019136;GO:0005154;GO:0070851;GO:0003986;GO:0016289;GO:0003707;GO:0005375;GO:0000827;GO:0051998;GO:0008276;GO:0010340;GO:0004360;GO:0070548;GO:0004345;GO:0004658;GO:0016421;GO:0003872;GO:0008443;GO:0005518;GO:0004503;GO:0016716;GO:0004082;GO:0004565;GO:0015925;GO:0004719;GO:0004109;GO:0005049;GO:0140142;GO:0140104;GO:0000995;GO:0140223;GO:0000026;GO:0004386;GO:0070566;GO:0000140;GO:0001733;GO:0050694;GO:0004849;GO:0004395;GO:0010420;GO:0004068	2	LOC101859914	-0.270229922729558
"CoA hydrolase activity"	GO:0004137;GO:0019136;GO:0005154;GO:0070851;GO:0003986;GO:0016289;GO:0003707;GO:0005375;GO:0000827;GO:0051998;GO:0008276;GO:0010340;GO:0004360;GO:0070548;GO:0004345;GO:0004658;GO:0016421;GO:0003872;GO:0008443;GO:0005518;GO:0004503;GO:0016716;GO:0004082;GO:0004565;GO:0015925;GO:0004719;GO:0004109;GO:0005049;GO:0140142;GO:0140104;GO:0000995;GO:0140223;GO:0000026;GO:0004386;GO:0070566;GO:0000140;GO:0001733;GO:0050694;GO:0004849;GO:0004395;GO:0010420;GO:0004068	2	LOC101845986	1.10326644434398
"CoA hydrolase activity"	GO:0004137;GO:0019136;GO:0005154;GO:0070851;GO:0003986;GO:0016289;GO:0003707;GO:0005375;GO:0000827;GO:0051998;GO:0008276;GO:0010340;GO:0004360;GO:0070548;GO:0004345;GO:0004658;GO:0016421;GO:0003872;GO:0008443;GO:0005518;GO:0004503;GO:0016716;GO:0004082;GO:0004565;GO:0015925;GO:0004719;GO:0004109;GO:0005049;GO:0140142;GO:0140104;GO:0000995;GO:0140223;GO:0000026;GO:0004386;GO:0070566;GO:0000140;GO:0001733;GO:0050694;GO:0004849;GO:0004395;GO:0010420;GO:0004068	2	LOC106010962	-0.239387088776668
