"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-204 0.579453701430803 5 10 "GO:0000014;GO:0004520;GO:0004536" "single-stranded DNA endodeoxyribonuclease activity" 0.857730875996982
190 0.036846158709663 5 171 "GO:0000146;GO:0005249;GO:0005267;GO:0015079;GO:0001618;GO:0140272;GO:0003682;GO:0016410;GO:0015103;GO:0016407;GO:0008080;GO:0038024" "virus receptor activity" 0.44278031514688
220 0.233889516431171 2 40 "GO:0000149" "SNARE binding" 0.73359506382306
221 0.704508119233186 4 4 "GO:0000217" "DNA secondary structure binding" 0.875026007964785
26 0.653956428631478 2 444 "GO:0000287;GO:0019899;GO:0005102" "signaling receptor binding" 0.857730875996982
850 0.102874657030403 2 5 "GO:0000295" "adenine nucleotide transmembrane transporter activity" 0.643641876724608
735 0.0743017205720679 3 8 "GO:0000774" "adenyl-nucleotide exchange factor activity" 0.643641876724608
466 0.230029936062542 4 9 "GO:0000900;GO:0030371" "translation repressor activity, mRNA regulatory element binding" 0.73359506382306
-249 0.632498847890545 3 5 "GO:0001046;GO:0001047" "core promoter binding" 0.857730875996982
-784 0.0991456300636874 2 6 "GO:0001091;GO:0140296" "general transcription initiation factor binding" 0.643641876724608
-634 0.276270199334325 2 4 "GO:0001409" "guanine nucleotide transmembrane transporter activity" 0.769609841002763
50 0.650059279606193 2 114 "GO:0001540;GO:0042277;GO:0033218" "amide binding" 0.857730875996982
-657 0.110566877632633 2 8 "GO:0001601;GO:0004983" "peptide YY receptor activity" 0.643641876724608
44 0.834736254021602 5 31 "GO:0001616" "growth hormone secretagogue receptor activity" 0.935480284679381
-162 0.463547369897274 2 28 "GO:0001640;GO:0098988;GO:0008066" "glutamate receptor activity" 0.85306466033177
83 0.76229313633507 2 18 "GO:0001664" "G protein-coupled receptor binding" 0.897132609429677
548 0.0407205352300619 3 19 "GO:0001671;GO:0060590" "ATPase regulator activity" 0.44278031514688
-282 0.628621562423784 5 4 "GO:0001681;GO:0008126;GO:0034338" "short-chain carboxylesterase activity" 0.857730875996982
532 0.170600676895144 3 9 "GO:0001786" "phosphatidylserine binding" 0.696643011698504
422 0.338547333858212 3 7 "GO:0001965" "G-protein alpha-subunit binding" 0.792505966327892
-52 0.91294420588152 2 6 "GO:0002039" "p53 binding" 0.975273186202617
-311 0.512870537522188 2 6 "GO:0002161" "aminoacyl-tRNA editing activity" 0.85306466033177
-65 0.233253539899183 2 533 "GO:0003712;GO:0140110;GO:0008289;GO:0004725;GO:0004721;GO:0000049;GO:0005085;GO:0051020;GO:0003774;GO:0004842;GO:0019787;GO:0016747;GO:0016746;GO:0004857;GO:0004866;GO:0030414;GO:0061135;GO:0061134" "transcription regulator activity" 0.73359506382306
541 0.0492857450669017 2 18 "GO:0003729" "mRNA binding" 0.480536014402292
609 0.11719785324965 3 9 "GO:0003730" "mRNA 3'-UTR binding" 0.643641876724608
-134 0.575186541129785 2 24 "GO:0003735" "structural constituent of ribosome" 0.857730875996982
-1037 0.0185356919368605 2 7 "GO:0003746;GO:0008135" "translation factor activity, RNA binding" 0.345451463467636
558 0.338230811900645 3 4 "GO:0003755;GO:0016859" "peptidyl-prolyl cis-trans isomerase activity" 0.792505966327892
26 0.940868201144239 3 11 "GO:0003756;GO:0016864" "protein disulfide isomerase activity" 0.983979090846417
59 0.764628251403194 2 35 "GO:0003777" "microtubule motor activity" 0.897132609429677
7 0.978108199739243 5 20 "GO:0003943" "N-acetylgalactosamine-4-sulfatase activity" 0.988873055845345
-811 0.16401320449481 4 4 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.696643011698504
94 0.830932372937513 5 7 "GO:0003951" "NAD+ kinase activity" 0.935480284679381
68 0.805482077619896 2 18 "GO:0003964;GO:0034061" "DNA polymerase activity" 0.918532193777074
-778 0.00974230279973559 2 15 "GO:0003993" "acid phosphatase activity" 0.237468630743555
112 0.786131016357495 3 8 "GO:0004016;GO:0009975;GO:0016849" "cyclase activity" 0.907074249643263
330 0.395978147978785 3 9 "GO:0004031;GO:0016623" "aldehyde oxidase activity" 0.81401810825084
-391 0.288610289569446 2 10 "GO:0004033" "aldo-keto reductase (NADP) activity" 0.772782619332504
239 0.681356481056495 4 4 "GO:0004045" "aminoacyl-tRNA hydrolase activity" 0.875026007964785
513 0.378456379661922 3 4 "GO:0004058" "aromatic-L-amino-acid decarboxylase activity" 0.81401810825084
55 0.764615352551234 2 40 "GO:0004062;GO:0008146;GO:0016782" "sulfotransferase activity" 0.897132609429677
229 0.603775651525767 5 7 "GO:0004064" "arylesterase activity" 0.857730875996982
884 0.0319030675917932 5 8 "GO:0004089" "carbonate dehydratase activity" 0.44278031514688
-220 0.4118740279221 2 19 "GO:0004090" "carbonyl reductase (NADPH) activity" 0.819545259640913
865 0.00747976903394944 7 13 "GO:0004114;GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 0.237468630743555
220 0.550583796427449 6 10 "GO:0004129;GO:0009055;GO:0015002;GO:0016676;GO:0016675" "electron transfer activity" 0.857730875996982
-144 0.25101335784826 2 88 "GO:0004137;GO:0019136;GO:0005154;GO:0070851;GO:0003986;GO:0016289;GO:0003707;GO:0005375;GO:0000827;GO:0051998;GO:0008276;GO:0010340;GO:0004360;GO:0070548;GO:0004345;GO:0004658;GO:0016421;GO:0003872;GO:0008443;GO:0005518;GO:0004503;GO:0016716;GO:0004082;GO:0004565;GO:0015925;GO:0004719;GO:0004109;GO:0005049;GO:0140142;GO:0140104;GO:0000995;GO:0140223;GO:0000026;GO:0004386;GO:0070566;GO:0000140;GO:0001733;GO:0050694;GO:0004849;GO:0004395;GO:0010420;GO:0004068" "CoA hydrolase activity" 0.73359506382306
-112 0.153475847911751 3 234 "GO:0004175;GO:0070011;GO:0008233" "peptidase activity" 0.695995124250964
-285 0.252221031210886 6 22 "GO:0004177;GO:0008270" "aminopeptidase activity" 0.73359506382306
-18 0.912603827516094 6 53 "GO:0004180;GO:0008238" "exopeptidase activity" 0.975273186202617
