,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
1,query_1,TRUE,0.0166064957968959,2,19,2,0.105263157894737,1,CORUM:5229,CORUM,RPA complex,3383,1601,CORUM:0000000
2,query_1,TRUE,1.12757558102635e-05,1551,97,26,0.268041237113402,0.0167633784655061,GO:0043207,GO:BP,response to external biotic stimulus,21031,10929,GO:0009605/GO:0009607
3,query_1,TRUE,1.79195710126988e-05,1586,97,26,0.268041237113402,0.0163934426229508,GO:0009607,GO:BP,response to biotic stimulus,21031,3572,GO:0050896
4,query_1,TRUE,4.83605269379969e-05,2723,97,34,0.350515463917526,0.0124862284245318,GO:0009605,GO:BP,response to external stimulus,21031,3570,GO:0050896
5,query_1,TRUE,5.05277362732239e-05,1548,97,25,0.257731958762887,0.0161498708010336,GO:0051707,GO:BP,response to other organism,21031,14359,GO:0043207/GO:0044419
6,query_1,TRUE,9.85362479915497e-05,1724,97,26,0.268041237113402,0.0150812064965197,GO:0044419,GO:BP,biological process involved in interspecies interaction between organisms,21031,11378,GO:0008150
7,query_1,TRUE,0.00040093216977159,1021,97,19,0.195876288659794,0.0186092066601371,GO:0043687,GO:BP,post-translational protein modification,21031,11196,GO:0036211
8,query_1,TRUE,0.00352303097687767,122,97,7,0.0721649484536082,0.0573770491803279,GO:0032606,GO:BP,type I interferon production,21031,7930,GO:0001816
9,query_1,TRUE,0.00352303097687767,122,97,7,0.0721649484536082,0.0573770491803279,GO:0032479,GO:BP,regulation of type I interferon production,21031,7862,GO:0001817/GO:0032606
10,query_1,TRUE,0.00417816697208066,858,97,16,0.164948453608247,0.0186480186480186,GO:0032446,GO:BP,protein modification by small protein conjugation,21031,7840,GO:0070647
11,query_1,TRUE,0.00444521274717292,970,97,17,0.175257731958763,0.0175257731958763,GO:0070647,GO:BP,protein modification by small protein conjugation or removal,21031,16727,GO:0043687
12,query_1,TRUE,0.0057028451751778,774,97,15,0.154639175257732,0.0193798449612403,GO:0016567,GO:BP,protein ubiquitination,21031,5317,GO:0032446
13,query_1,TRUE,0.00682421950792944,8976,97,64,0.65979381443299,0.0071301247771836,GO:0050896,GO:BP,response to stimulus,21031,13774,GO:0008150
14,query_1,TRUE,0.0151538760869188,2683,97,29,0.298969072164948,0.0108087961237421,GO:0070887,GO:BP,cellular response to chemical stimulus,21031,16854,GO:0042221/GO:0051716
15,query_1,TRUE,0.01793939824931,1077,97,17,0.175257731958763,0.0157845868152275,GO:0032101,GO:BP,regulation of response to external stimulus,21031,7632,GO:0009605/GO:0048583
16,query_1,TRUE,0.0235646973874588,1220,97,18,0.185567010309278,0.0147540983606557,GO:0098542,GO:BP,defense response to other organism,21031,19336,GO:0006952/GO:0051707
17,query_1,TRUE,0.0275495776325138,1113,97,17,0.175257731958763,0.0152740341419587,GO:0140546,GO:BP,defense response to symbiont,21031,20385,GO:0098542
18,query_1,TRUE,0.0324807052338967,2637,97,28,0.288659793814433,0.0106181266590823,GO:0010033,GO:BP,response to organic substance,21031,3883,GO:0042221
19,query_1,TRUE,0.0347283617296286,2955,97,30,0.309278350515464,0.0101522842639594,GO:0051239,GO:BP,regulation of multicellular organismal process,21031,14037,GO:0032501/GO:0050789
20,query_1,TRUE,0.0358364137829562,489,97,11,0.11340206185567,0.0224948875255624,GO:0050804,GO:BP,modulation of chemical synaptic transmission,21031,13699,GO:0007268/GO:0099177
21,query_1,TRUE,0.0365210197669199,490,97,11,0.11340206185567,0.0224489795918367,GO:0099177,GO:BP,regulation of trans-synaptic signaling,21031,19636,GO:0010646/GO:0023051/GO:0099537
22,query_1,TRUE,0.04127699828218,406,97,10,0.103092783505155,0.0246305418719212,GO:0009615,GO:BP,response to virus,21031,3578,GO:0051707
23,query_1,TRUE,0.0116130424600722,762,100,13,0.13,0.0170603674540682,GO:0005764,GO:CC,lysosome,22097,332,GO:0000323
24,query_1,TRUE,0.0116130424600722,762,100,13,0.13,0.0170603674540682,GO:0000323,GO:CC,lytic vacuole,22097,53,GO:0005773
25,query_1,TRUE,0.0371309808532224,855,100,13,0.13,0.0152046783625731,GO:0005773,GO:CC,vacuole,22097,340,GO:0005737/GO:0043231
26,query_1,TRUE,0.0391446934956596,12345,100,74,0.74,0.00599432968813285,GO:0005737,GO:CC,cytoplasm,22097,309,GO:0005622/GO:0110165
27,query_1,TRUE,0.0063288607282101,5758,105,51,0.485714285714286,0.00885724209795068,GO:0003824,GO:MF,catalytic activity,20212,368,GO:0003674
28,query_1,TRUE,0.0167072728058386,2,105,2,0.019047619047619,1,GO:0031711,GO:MF,bradykinin receptor binding,20212,4178,GO:0001664
